ticker,PX_LAST,PX_BID,PX_ASK,VOLUME,OPEN_INT,IVOL_MID,DELTA,GAMMA,VEGA,RHO,OPT_UNDL_PX,BID_SIZE,ASK_SIZE,expiry,fetch_time,spot_price,strike,option_type,underlying
QQQ US 11/21/25 P460 Equity,1.450000,1.430000,1.450000,9.000000,4099,31.766300,-0.040646,0.006093,0.230584,-0.000476,581.900000,110,142,20251121,2025-09-10 13:15:51.440394,480.0,460.0,P,QQQ
QQQ US 11/21/25 C462 Equity,,,,,,,,,,,,,,20251121,2025-09-10 13:15:51.440394,480.0,462.0,C,QQQ
QQQ US 11/21/25 P462 Equity,,,,,,,,,,,,,,20251121,2025-09-10 13:15:51.440394,480.0,462.0,P,QQQ
QQQ US 11/21/25 C465 Equity,114.330000,119.780000,123.510000,12.000000,590,31.023800,1.000000,0.000000,0.000000,0.000000,581.900000,43,1,20251121,2025-09-10 13:15:51.440394,480.0,465.0,C,QQQ
QQQ US 11/21/25 P465 Equity,1.560000,1.560000,1.580000,2061.000000,2570,31.136430,-0.043929,0.006645,0.245788,-0.000515,581.900000,55,143,20251121,2025-09-10 13:15:51.440394,480.0,465.0,P,QQQ
QQQ US 11/21/25 C492 Equity,,,,,,,,,,,,,,20251121,2025-09-10 13:15:51.440394,480.0,492.0,C,QQQ
QQQ US 11/21/25 P492 Equity,,,,,,,,,,,,,,20251121,2025-09-10 13:15:51.440394,480.0,492.0,P,QQQ
QQQ US 11/21/25 C495 Equity,91.500000,92.640000,93.390000,3.000000,595,27.372420,0.929307,0.011327,0.357667,0.008840,581.920100,25,15,20251121,2025-09-10 13:15:51.440394,480.0,495.0,C,QQQ
QQQ US 11/21/25 P495 Equity,2.700000,2.690000,2.710000,50.000000,3869,27.415030,-0.078742,0.011842,0.388238,-0.000902,581.920100,46,103,20251121,2025-09-10 13:15:51.440394,480.0,495.0,P,QQQ
QQQ US 11/21/25 C498 Equity,,,,,,,,,,,,,,20251121,2025-09-10 13:15:51.440394,480.0,498.0,C,QQQ
QQQ US 11/21/25 P498 Equity,,,,,,,,,,,,,,20251121,2025-09-10 13:15:51.440394,480.0,498.0,P,QQQ
QQQ US 11/21/25 C500 Equity,88.090000,87.930000,88.700000,12.000000,1326,26.645180,0.913143,0.012981,0.417730,0.008741,581.920100,25,25,20251121,2025-09-10 13:15:51.440394,480.0,500.0,C,QQQ
QQQ US 11/21/25 P500 Equity,2.960000,2.960000,2.980000,4368.000000,19818,26.814510,-0.086528,0.013034,0.416618,-0.000991,581.920100,35,135,20251121,2025-09-10 13:15:51.440394,480.0,500.0,P,QQQ
QQQ US 11/21/25 C502 Equity,,,,,,,,,,,,,,20251121,2025-09-10 13:15:51.440394,480.0,502.0,C,QQQ
QQQ US 11/21/25 P502 Equity,,,,,,,,,,,,,,20251121,2025-09-10 13:15:51.440394,480.0,502.0,P,QQQ
QQQ US 11/21/25 C480 Equity,105.330000,106.830000,107.620000,2.000000,685,28.344510,0.961529,0.007208,0.220934,0.008939,581.920100,25,15,20251121,2025-09-10 13:15:51.440394,480.0,480.0,C,QQQ
QQQ US 11/21/25 P480 Equity,2.060000,2.030000,2.050000,63.000000,6910,29.234270,-0.058375,0.008844,0.308480,-0.000682,581.920100,108,139,20251121,2025-09-10 13:15:51.440394,480.0,480.0,P,QQQ
QQQ US 11/21/25 C482 Equity,,,,,,,,,,,,,,20251121,2025-09-10 13:15:51.440394,480.0,482.0,C,QQQ
QQQ US 11/21/25 P482 Equity,,,,,,,,,,,,,,20251121,2025-09-10 13:15:51.440394,480.0,482.0,P,QQQ
QQQ US 11/21/25 C485 Equity,101.060000,102.080000,102.900000,1.000000,498,28.629480,0.943458,0.009132,0.300399,0.008821,581.920100,25,25,20251121,2025-09-10 13:15:51.440394,480.0,485.0,C,QQQ
QQQ US 11/21/25 P485 Equity,2.230000,2.230000,2.250000,46.000000,2397,28.634690,-0.064541,0.009751,0.333189,-0.000745,581.920100,37,134,20251121,2025-09-10 13:15:51.440394,480.0,485.0,P,QQQ
QQQ US 11/21/25 C488 Equity,,,,,,,,,,,,,,20251121,2025-09-10 13:15:51.440394,480.0,488.0,C,QQQ
QQQ US 11/21/25 P488 Equity,,,,,,,,,,,,,,20251121,2025-09-10 13:15:51.440394,480.0,488.0,P,QQQ
QQQ US 11/21/25 C490 Equity,99.070000,97.340000,98.150000,1.000000,688,27.970710,0.922646,0.010972,0.382824,0.008660,581.920100,84,84,20251121,2025-09-10 13:15:51.440394,480.0,490.0,C,QQQ
QQQ US 11/21/25 P490 Equity,2.460000,2.440000,2.460000,1523.000000,2683,28.031230,-0.071290,0.010766,0.359803,-0.000823,581.920100,105,68,20251121,2025-09-10 13:15:51.440394,480.0,490.0,P,QQQ
QQQ US 11/21/25 C518 Equity,,,,,,,,,,,,,,20251121,2025-09-10 13:15:51.440394,480.0,518.0,C,QQQ
QQQ US 11/21/25 P518 Equity,,,,,,,,,,,,,,20251121,2025-09-10 13:15:51.440394,480.0,518.0,P,QQQ
QQQ US 11/21/25 C520 Equity,70.980000,69.600000,70.220000,111.000000,1029,24.323930,0.867499,0.018927,0.566166,0.008579,581.990000,89,64,20251121,2025-09-10 13:15:51.440394,480.0,520.0,C,QQQ
QQQ US 11/21/25 P520 Equity,4.390000,4.380000,4.410000,5356.000000,20954,24.469980,-0.129797,0.019164,0.557809,-0.001459,581.990000,27,71,20251121,2025-09-10 13:15:51.440394,480.0,520.0,P,QQQ
QQQ US 11/21/25 C522 Equity,,,,,,,,,,,,,,20251121,2025-09-10 13:15:51.440394,480.0,522.0,C,QQQ
QQQ US 11/21/25 P522 Equity,,,,,,,,,,,,,,20251121,2025-09-10 13:15:51.440394,480.0,522.0,P,QQQ
QQQ US 11/21/25 C525 Equity,64.830000,65.090000,65.820000,14.000000,1643,23.757670,0.863703,0.020694,0.577338,0.008639,581.990000,25,10,20251121,2025-09-10 13:15:51.440394,480.0,525.0,C,QQQ
QQQ US 11/21/25 P525 Equity,4.890000,4.860000,4.880000,6548.000000,4040,23.883560,-0.144778,0.021159,0.600606,-0.001611,581.990000,9,45,20251121,2025-09-10 13:15:51.440394,480.0,525.0,P,QQQ
QQQ US 11/21/25 C528 Equity,,,,,,,,,,,,,,20251121,2025-09-10 13:15:51.440394,480.0,528.0,C,QQQ
QQQ US 11/21/25 P528 Equity,,,,,,,,,,,,,,20251121,2025-09-10 13:15:51.440394,480.0,528.0,P,QQQ
QQQ US 11/21/25 C505 Equity,83.940000,83.280000,84.080000,1.000000,496,26.162170,0.904538,0.014186,0.448556,0.008737,581.980000,25,15,20251121,2025-09-10 13:15:51.440394,480.0,505.0,C,QQQ
QQQ US 11/21/25 P505 Equity,3.290000,3.260000,3.280000,20.000000,1256,26.238250,-0.096006,0.014379,0.449931,-0.001096,581.980000,47,68,20251121,2025-09-10 13:15:51.440394,480.0,505.0,P,QQQ
QQQ US 11/21/25 C508 Equity,,,,,,,,,,,,,,20251121,2025-09-10 13:15:51.440394,480.0,508.0,C,QQQ
QQQ US 11/21/25 P508 Equity,,,,,,,,,,,,,,20251121,2025-09-10 13:15:51.440394,480.0,508.0,P,QQQ
QQQ US 11/21/25 C510 Equity,79.390000,78.670000,79.450000,1.000000,723,25.497730,0.897044,0.015504,0.474428,0.008743,581.980000,26,15,20251121,2025-09-10 13:15:51.440394,480.0,510.0,C,QQQ
QQQ US 11/21/25 P510 Equity,3.630000,3.590000,3.620000,161.000000,10027,25.635410,-0.106523,0.015849,0.485045,-0.001205,581.980000,43,63,20251121,2025-09-10 13:15:51.440394,480.0,510.0,P,QQQ
QQQ US 11/21/25 C512 Equity,,,,,,,,,,,,,,20251121,2025-09-10 13:15:51.440394,480.0,512.0,C,QQQ
QQQ US 11/21/25 P512 Equity,,,,,,,,,,,,,,20251121,2025-09-10 13:15:51.440394,480.0,512.0,P,QQQ
QQQ US 11/21/25 C515 Equity,75.620000,74.130000,74.860000,1.000000,421,25.007510,0.879703,0.017285,0.529661,0.008620,581.980000,10,3,20251121,2025-09-10 13:15:51.440394,480.0,515.0,C,QQQ
QQQ US 11/21/25 P515 Equity,3.930000,3.960000,3.990000,28.000000,9603,25.037900,-0.117378,0.017430,0.519860,-0.001323,581.980000,39,62,20251121,2025-09-10 13:15:51.440394,480.0,515.0,P,QQQ
QQQ US 11/21/25 C530 Equity,62.000000,60.800000,61.350000,2.000000,888,23.331260,0.837489,0.022706,0.649081,0.008411,581.980000,93,93,20251121,2025-09-10 13:15:51.440394,480.0,530.0,C,QQQ
QQQ US 11/21/25 P530 Equity,5.360000,5.370000,5.400000,603.000000,10888,23.316680,-0.159529,0.023149,0.640710,-0.001770,581.980000,50,93,20251121,2025-09-10 13:15:51.440394,480.0,530.0,P,QQQ
QQQ US 12/19/25 C430 Equity,154.590000,155.820000,159.370000,1.000000,1521,33.974690,1.000000,0.000000,0.000000,0.000000,582.000000,1,1,20251219,2025-09-10 13:15:58.438710,480.0,430.0,C,QQQ
QQQ US 12/19/25 P430 Equity,1.520000,1.520000,1.540000,5.000000,22455,34.043590,-0.034040,0.004232,0.233742,-0.000569,582.000000,113,144,20251219,2025-09-10 13:15:58.438710,480.0,430.0,P,QQQ
QQQ US 12/19/25 C432 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,432.0,C,QQQ
QQQ US 12/19/25 P432 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,432.0,P,QQQ
QQQ US 12/19/25 C435 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,435.0,C,QQQ
QQQ US 12/19/25 P435 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,435.0,P,QQQ
QQQ US 12/19/25 C438 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,438.0,C,QQQ
QQQ US 12/19/25 P438 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,438.0,P,QQQ
QQQ US 12/19/25 C440 Equity,146.500000,146.190000,150.030000,3.000000,5404,33.243930,0.954745,0.005364,0.297312,0.011256,582.000000,10,1,20251219,2025-09-10 13:15:58.438710,480.0,440.0,C,QQQ
QQQ US 12/19/25 P440 Equity,1.730000,1.750000,1.770000,2.000000,21728,32.857160,-0.040225,0.005011,0.267428,-0.000662,582.000000,53,67,20251219,2025-09-10 13:15:58.438710,480.0,440.0,P,QQQ
QQQ US 12/19/25 C442 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,442.0,C,QQQ
QQQ US 12/19/25 P442 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,442.0,P,QQQ
QQQ US 12/19/25 C445 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,445.0,C,QQQ
QQQ US 12/19/25 P445 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,445.0,P,QQQ
QQQ US 12/19/25 C448 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,448.0,C,QQQ
QQQ US 12/19/25 P448 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,448.0,P,QQQ
QQQ US 12/19/25 C450 Equity,137.760000,138.220000,139.080000,1.000000,8607,32.560820,0.955530,0.005703,0.291422,0.011439,582.000000,25,15,20251219,2025-09-10 13:15:58.438710,480.0,450.0,C,QQQ
QQQ US 12/19/25 P450 Equity,2.040000,2.030000,2.050000,596.000000,55413,31.690610,-0.047375,0.005925,0.305006,-0.000775,582.000000,110,67,20251219,2025-09-10 13:15:58.438710,480.0,450.0,P,QQQ
QQQ US 12/19/25 C452 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,452.0,C,QQQ
QQQ US 12/19/25 P452 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,452.0,P,QQQ
QQQ US 12/19/25 C455 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,455.0,C,QQQ
QQQ US 12/19/25 P455 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,455.0,P,QQQ
QQQ US 12/19/25 C458 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,458.0,C,QQQ
QQQ US 12/19/25 P458 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,458.0,P,QQQ
QQQ US 12/19/25 C460 Equity,115.800000,128.690000,129.580000,1.000000,2284,31.370850,0.947379,0.006790,0.333454,0.011566,581.980000,13,25,20251219,2025-09-10 13:15:58.438710,480.0,460.0,C,QQQ
QQQ US 12/19/25 P460 Equity,2.390000,2.360000,2.380000,399.000000,39218,30.538510,-0.055833,0.006995,0.347634,-0.000911,581.980000,108,93,20251219,2025-09-10 13:15:58.438710,480.0,460.0,P,QQQ
QQQ US 12/19/25 C462 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,462.0,C,QQQ
QQQ US 12/19/25 P462 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,462.0,P,QQQ
QQQ US 12/19/25 C465 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,465.0,C,QQQ
QQQ US 12/19/25 P465 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,465.0,P,QQQ
QQQ US 12/19/25 C468 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,468.0,C,QQQ
QQQ US 12/19/25 P468 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,468.0,P,QQQ
QQQ US 12/19/25 C470 Equity,117.800000,119.210000,120.080000,10.000000,3180,30.179710,0.937157,0.008070,0.383097,0.011661,582.000000,13,25,20251219,2025-09-10 13:15:58.438710,480.0,470.0,C,QQQ
QQQ US 12/19/25 P470 Equity,2.690000,2.760000,2.780000,77.000000,13981,29.404850,-0.065645,0.008252,0.394279,-0.001062,582.000000,105,130,20251219,2025-09-10 13:15:58.438710,480.0,470.0,P,QQQ
QQQ US 12/19/25 C472 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,472.0,C,QQQ
QQQ US 12/19/25 P472 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,472.0,P,QQQ
QQQ US 12/19/25 C475 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,475.0,C,QQQ
QQQ US 12/19/25 P475 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,475.0,P,QQQ
QQQ US 12/19/25 C478 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,478.0,C,QQQ
QQQ US 12/19/25 P478 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,478.0,P,QQQ
QQQ US 12/19/25 C492 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,492.0,C,QQQ
QQQ US 12/19/25 P492 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,492.0,P,QQQ
QQQ US 12/19/25 C495 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,495.0,C,QQQ
QQQ US 12/19/25 P495 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,495.0,P,QQQ
QQQ US 12/19/25 C498 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,498.0,C,QQQ
QQQ US 12/19/25 P498 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,498.0,P,QQQ
QQQ US 12/19/25 C500 Equity,90.130000,91.340000,92.130000,13.000000,10596,26.775600,0.892736,0.013332,0.570945,0.011728,582.000000,26,15,20251219,2025-09-10 13:15:58.438710,480.0,500.0,C,QQQ
QQQ US 12/19/25 P500 Equity,4.510000,4.500000,4.530000,335.000000,53691,26.196550,-0.108956,0.013585,0.576246,-0.001734,582.000000,40,98,20251219,2025-09-10 13:15:58.438710,480.0,500.0,P,QQQ
QQQ US 12/19/25 C502 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,502.0,C,QQQ
QQQ US 12/19/25 P502 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,502.0,P,QQQ
QQQ US 12/19/25 C480 Equity,107.670000,109.810000,110.660000,5.000000,8173,29.025580,0.924838,0.009559,0.439232,0.011725,582.000000,13,25,20251219,2025-09-10 13:15:58.438710,480.0,480.0,C,QQQ
QQQ US 12/19/25 P480 Equity,3.240000,3.230000,3.260000,73.000000,21755,28.321720,-0.077725,0.009749,0.448782,-0.001248,582.000000,103,60,20251219,2025-09-10 13:15:58.438710,480.0,480.0,P,QQQ
QQQ US 12/19/25 C482 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,482.0,C,QQQ
QQQ US 12/19/25 P482 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,482.0,P,QQQ
QQQ US 12/19/25 C485 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,485.0,C,QQQ
QQQ US 12/19/25 P485 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,485.0,P,QQQ
QQQ US 12/19/25 C488 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,488.0,C,QQQ
QQQ US 12/19/25 P488 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,488.0,P,QQQ
QQQ US 12/19/25 C490 Equity,101.440000,100.660000,101.440000,30.000000,7266,27.884360,0.899558,0.011636,0.544854,0.011553,582.000000,10,10,20251219,2025-09-10 13:15:58.438710,480.0,490.0,C,QQQ
QQQ US 12/19/25 P490 Equity,3.820000,3.810000,3.830000,66.000000,23701,27.250640,-0.092240,0.011529,0.510231,-0.001469,582.000000,100,100,20251219,2025-09-10 13:15:58.438710,480.0,490.0,P,QQQ
QQQ US 12/19/25 C518 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,518.0,C,QQQ
QQQ US 12/19/25 P518 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,518.0,P,QQQ
QQQ US 12/19/25 C520 Equity,74.010000,73.430000,74.600000,4.000000,7871,24.559490,0.846521,0.018295,0.732125,0.011481,581.980000,5,18,20251219,2025-09-10 13:15:58.438710,480.0,520.0,C,QQQ
QQQ US 12/19/25 P520 Equity,6.410000,6.350000,6.380000,164.000000,17709,24.139020,-0.155541,0.018851,0.735964,-0.002406,581.980000,38,25,20251219,2025-09-10 13:15:58.438710,480.0,520.0,P,QQQ
QQQ US 12/19/25 C522 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,522.0,C,QQQ
QQQ US 12/19/25 P522 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,522.0,P,QQQ
QQQ US 12/19/25 C525 Equity,69.590000,68.050000,70.870000,3.000000,618,23.991650,0.828793,0.019817,0.786275,0.011309,581.980000,30,66,20251219,2025-09-10 13:15:58.438710,480.0,525.0,C,QQQ
QQQ US 12/19/25 P525 Equity,6.970000,6.940000,6.970000,3008.000000,8604,23.645740,-0.170198,0.020412,0.779764,-0.002609,581.980000,34,25,20251219,2025-09-10 13:15:58.438710,480.0,525.0,P,QQQ
QQQ US 12/19/25 C528 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,528.0,C,QQQ
QQQ US 12/19/25 P528 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,528.0,P,QQQ
QQQ US 12/19/25 C505 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,505.0,C,QQQ
QQQ US 12/19/25 P505 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,505.0,P,QQQ
QQQ US 12/19/25 C508 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,508.0,C,QQQ
QQQ US 12/19/25 P508 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,508.0,P,QQQ
QQQ US 12/19/25 C510 Equity,82.700000,82.050000,84.190000,7.000000,3926,25.557630,0.869208,0.015709,0.656912,0.011594,582.010000,68,30,20251219,2025-09-10 13:15:58.438710,480.0,510.0,C,QQQ
QQQ US 12/19/25 P510 Equity,5.200000,5.340000,5.360000,21.000000,16827,25.155610,-0.130382,0.016040,0.653350,-0.002039,581.980000,32,27,20251219,2025-09-10 13:15:58.438710,480.0,510.0,P,QQQ
QQQ US 12/19/25 C512 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,512.0,C,QQQ
QQQ US 12/19/25 P512 Equity,,,,,,,,,,,,,,20251219,2025-09-10 13:15:58.438710,480.0,512.0,P,QQQ
QQQ US 12/19/25 C515 Equity,64.870000,76.950000,79.760000,4.000000,290,25.125190,0.861121,0.017025,0.684443,0.011583,581.980000,1,40,20251219,2025-09-10 13:15:58.438710,480.0,515.0,C,QQQ
QQQ US 12/19/25 P515 Equity,5.820000,5.820000,5.850000,101.000000,4836,24.650570,-0.142729,0.017399,0.694780,-0.002219,581.980000,32,95,20251219,2025-09-10 13:15:58.438710,480.0,515.0,P,QQQ
QQQ US 12/19/25 C530 Equity,66.090000,63.840000,66.130000,4.000000,4128,23.302240,0.812868,0.021346,0.830259,0.011175,582.010000,63,63,20251219,2025-09-10 13:15:58.438710,480.0,530.0,C,QQQ
QQQ US 12/19/25 P530 Equity,7.720000,7.580000,7.610000,122.000000,12442,23.140770,-0.185699,0.022067,0.823892,-0.002839,582.010000,35,22,20251219,2025-09-10 13:15:58.438710,480.0,530.0,P,QQQ
